"","IDCNTRY","booklet_id","IDSCHOOL","IDCLASS","person_id","ITSEX","dum.fr","dum.eng","dum.hk","dum.kor","dum.qat","dum.nor","dum.twn","ME52024","ME52058A","ME52058B","ME52125","ME52229","ME52063","ME52072","ME52146A","ME52146B","ME52092","ME52046","ME52083","ME52082","ME52161","ME52418A","ME52418B","ME72007","ME72025","ME72017","ME72190","ME72068","ME72076","ME72056","ME72098","ME72103","ME72121","ME72180","ME72198","ME72227","ME72170","ME72209","cont"
"128","FRA","Booklet 01","5069","506901","25050690104","Female",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"129","FRA","Booklet 01","5069","506901","25050690120","Female",1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1
"130","FRA","Booklet 01","5070","507003","25050700314","Male",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"131","FRA","Booklet 01","5071","507104","25050710414","Male",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
"132","FRA","Booklet 01","5072","507204","25050720411","Male",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"133","FRA","Booklet 01","5072","507204","25050720427","Male",1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
"134","FRA","Booklet 01","5073","507304","25050730403","Female",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
"135","FRA","Booklet 01","5073","507304","25050730419","Female",1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
"136","FRA","Booklet 01","5074","507404","25050740409","Female",1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"137","FRA","Booklet 01","5075","507502","25050750213","Male",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"138","FRA","Booklet 01","5076","507602","25050760211","Male",1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"139","FRA","Booklet 01","5076","507602","25050760227","Female",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1
"140","FRA","Booklet 01","5076","507605","25050760513","Male",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"141","FRA","Booklet 01","5077","507703","25050770302","Male",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
"142","FRA","Booklet 01","5077","507703","25050770318","Male",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"143","FRA","Booklet 01","5078","507804","25050780405","Female",1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"144","FRA","Booklet 01","5078","507804","25050780421","Female",1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"145","FRA","Booklet 01","5079","507901","25050790105","Female",1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
"146","FRA","Booklet 01","5079","507901","25050790121","Female",1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1
"147","FRA","Booklet 01","5080","508003","25050800306","Female",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
"148","FRA","Booklet 01","5080","508003","25050800322","Male",1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1
"149","FRA","Booklet 01","5081","508102","25050810214","Male",1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
"150","FRA","Booklet 01","5081","508104","25050810402","Female",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1
"151","FRA","Booklet 01","5081","508104","25050810418","Male",1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"152","FRA","Booklet 01","5082","508201","25050820103","Male",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"153","FRA","Booklet 01","5082","508201","25050820119","Female",1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1
"154","FRA","Booklet 01","5083","508301","25050830105","Female",1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1
"155","FRA","Booklet 01","5083","508301","25050830121","Male",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
"156","FRA","Booklet 01","5084","508403","25050840301","Male",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"157","FRA","Booklet 01","5084","508403","25050840317","Male",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"158","FRA","Booklet 01","5085","508501","25050850113","Female",1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"159","FRA","Booklet 01","5085","508505","25050850503","Female",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
"160","FRA","Booklet 01","5085","508505","25050850519","Male",1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1
"161","FRA","Booklet 01","5086","508604","25050860414","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1
"162","FRA","Booklet 01","5087","508701","25050870115","Male",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
"163","FRA","Booklet 01","5087","508705","25050870507","Female",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1
"164","FRA","Booklet 01","5087","508705","25050870523","Male",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"165","FRA","Booklet 01","5088","508805","25050880508","Male",1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1
"166","FRA","Booklet 01","5088","508805","25050880524","Female",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"167","FRA","Booklet 01","5089","508902","25050890213","Female",1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1
"168","FRA","Booklet 01","5090","509003","25050900303","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1
"169","FRA","Booklet 01","5091","509101","25050910116","Female",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
"170","FRA","Booklet 01","5091","509101","25050910132","Male",1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"171","FRA","Booklet 01","5092","509207","25050920705","Female",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"172","FRA","Booklet 01","5092","509207","25050920721","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"173","FRA","Booklet 01","5093","509302","25050930205","Female",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"174","FRA","Booklet 01","5093","509302","25050930221","Female",1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
"175","FRA","Booklet 01","5093","509305","25050930507","Male",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
"176","FRA","Booklet 01","5093","509305","25050930523","Female",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
"177","FRA","Booklet 01","5094","509406","25050940606","Male",1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1
"178","FRA","Booklet 01","5094","509406","25050940622","Female",1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1
"179","FRA","Booklet 01","5095","509501","25050950107","Male",1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1
"180","FRA","Booklet 01","5095","509503","25050950306","Male",1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1
"181","FRA","Booklet 01","5096","509604","25050960425","Male",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
"182","FRA","Booklet 01","5097","509703","25050970316","Male",1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"183","FRA","Booklet 01","5098","509802","25050980204","Female",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1
"184","FRA","Booklet 01","5098","509802","25050980220","Male",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"185","FRA","Booklet 01","5099","509903","25050990303","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1
"186","FRA","Booklet 01","5099","509903","25050990319","Male",1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
"187","FRA","Booklet 01","5100","510003","25051000303","Male",1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"188","FRA","Booklet 01","5100","510003","25051000319","Male",1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1
"189","FRA","Booklet 01","5101","510101","25051010105","Female",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
"190","FRA","Booklet 01","5102","510203","25051020305","Female",1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"191","FRA","Booklet 01","5102","510203","25051020321","Female",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"192","FRA","Booklet 01","5103","510302","25051030206","Male",1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1
"193","FRA","Booklet 01","5103","510302","25051030222","Male",1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
"194","FRA","Booklet 01","5104","510407","25051040709","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1
"195","FRA","Booklet 01","5104","510407","25051040725","Female",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
"196","FRA","Booklet 01","5105","510503","25051050312","Male",1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1
"197","FRA","Booklet 01","5105","510503","25051050328","Male",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
"198","FRA","Booklet 01","5106","510604","25051060414","Female",1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1
"199","FRA","Booklet 01","5106","510608","25051060801","Female",1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1
"200","FRA","Booklet 01","5106","510608","25051060817","Male",1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1
"201","FRA","Booklet 01","5107","510702","25051070206","Female",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
"202","FRA","Booklet 01","5107","510702","25051070222","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1
"203","FRA","Booklet 01","5107","510705","25051070507","Female",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"204","FRA","Booklet 01","5107","510705","25051070523","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
"205","FRA","Booklet 01","5109","510903","25051090316","Female",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1
"206","FRA","Booklet 01","5109","510908","25051090810","Female",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"207","FRA","Booklet 01","5110","511003","25051100302","Female",1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"208","FRA","Booklet 01","5110","511003","25051100318","Male",1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
"209","FRA","Booklet 01","5110","511008","25051100808","Female",1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,2,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1
"210","FRA","Booklet 01","5110","511008","25051100824","Female",1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1
"211","FRA","Booklet 01","5111","511102","25051110217","Female",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"212","FRA","Booklet 01","5112","511204","25051120426","Male",1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
"213","FRA","Booklet 01","5113","511302","25051130209","Female",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
"214","FRA","Booklet 01","5114","511405","25051140507","Male",1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1
"215","FRA","Booklet 01","5114","511405","25051140523","Female",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1
"216","FRA","Booklet 01","5115","511504","25051150415","Male",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"217","FRA","Booklet 01","5116","511601","25051160102","Female",1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"218","FRA","Booklet 01","5116","511601","25051160118","Female",1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
"219","FRA","Booklet 01","5117","511702","25051170213","Female",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"220","FRA","Booklet 01","5118","511803","25051180314","Male",1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"221","FRA","Booklet 01","5118","511803","25051180330","Male",1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"222","FRA","Booklet 01","5119","511907","25051190716","Male",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"223","FRA","Booklet 01","5120","512002","25051200206","Female",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"224","FRA","Booklet 01","5120","512002","25051200222","Male",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
"225","FRA","Booklet 01","5121","512101","25051210109","Male",1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"226","FRA","Booklet 01","5121","512101","25051210125","Female",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"227","FRA","Booklet 01","5121","512105","25051210528","Male",1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1
"228","FRA","Booklet 01","5122","512206","25051220612","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
"229","FRA","Booklet 01","5123","512301","25051230115","Male",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
"230","FRA","Booklet 01","5124","512404","25051240407","Male",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"231","FRA","Booklet 01","5124","512404","25051240423","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"232","FRA","Booklet 01","5125","512501","25051250114","Female",1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1
"233","FRA","Booklet 01","5126","512604","25051260405","Female",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
"234","FRA","Booklet 01","5126","512604","25051260421","Male",1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"235","FRA","Booklet 01","5127","512704","25051270413","Male",1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"236","FRA","Booklet 01","5128","512803","25051280308","Female",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"237","FRA","Booklet 01","5129","512905","25051290512","Female",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"238","FRA","Booklet 01","5131","513102","25051310217","Male",1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"239","FRA","Booklet 01","5132","513203","25051320307","Male",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1
"240","FRA","Booklet 01","5132","513203","25051320323","Female",1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1
"241","FRA","Booklet 01","5133","513301","25051330115","Female",1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"242","FRA","Booklet 01","5134","513401","25051340109","Male",1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,2,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1
"243","FRA","Booklet 01","5134","513401","25051340125","Male",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
"244","FRA","Booklet 01","5134","513404","25051340413","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"245","FRA","Booklet 01","5135","513501","25051350111","Male",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"246","FRA","Booklet 01","5135","513504","25051350407","Male",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"247","FRA","Booklet 01","5136","513601","25051360113","Female",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"248","FRA","Booklet 01","5137","513702","25051370205","Male",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"249","FRA","Booklet 01","5137","513702","25051370221","Female",1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"250","FRA","Booklet 01","5138","513806","25051380610","Male",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"251","FRA","Booklet 01","5138","513806","25051380626","Female",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1
"252","FRA","Booklet 01","5139","513903","25051390314","Male",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1
"253","FRA","Booklet 01","5140","514001","25051400107","Male",1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1
"254","FRA","Booklet 01","5140","514001","25051400123","Female",1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1
"255","FRA","Booklet 01","5141","514101","25051410101","Female",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
"256","FRA","Booklet 01","5141","514101","25051410117","Female",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
